number,state,created,closed,component,type,root_cause,severity,affected_release,resolution,confidence,note
1360,CLOSED,2026-05-23,2026-05-30,format-oci-docker,defect,format-compat,wrong-result,yes,fixed,med,"Some ghcr.io images fail to pull through remote OCI proxy with 'not found' while others work."
1361,CLOSED,2026-05-23,2026-05-23,ci-cd-release,release-task,n/a,none,no,fixed,high,"Release tracking: cut v1.2.0-rc.2 with version bump and CHANGELOG."
1363,CLOSED,2026-05-23,2026-05-23,ci-cd-release,defect,build-ci,none,no,fixed,high,"e2e-setup.sh uses bash-only syntax with #!/bin/sh shebang; fails under Alpine dash, breaking smoke E2E."
1365,CLOSED,2026-05-24,2026-05-29,format-maven,defect,inv-cache-correctness,wrong-result,yes,fixed,high,"Maven remote proxy serves zero-byte cached POM (HEAD creates empty cache object) breaking Gradle resolution."
1366,CLOSED,2026-05-24,2026-05-26,virtual-repo,defect,design-gap-other,wrong-result,yes,fixed,high,"Virtual-repo /members endpoints return 404 after PR #1281 changed create semantics; handlers unmounted."
1367,CLOSED,2026-05-24,2026-05-24,webhooks,defect,config-error,degraded,yes,fixed,high,"Webhook subsystem broken in release-gate deploy; tied to invalid/unset AK_WEBHOOK_SECRET_KEY (#1350)."
1368,CLOSED,2026-05-24,2026-05-26,api-routing,defect,error-handling,degraded,yes,fixed,high,"Malformed JSON bodies return Axum default 422 instead of consistent 400 error envelope."
1369,CLOSED,2026-05-24,2026-05-26,auth-rbac-sso,defect,auth-logic,security,yes,fixed,high,"OIDC callback runs IdP exchange before state validation; empty state returns 401 not 400."
1370,CLOSED,2026-05-24,2026-05-26,auth-rbac-sso,defect,auth-logic,wrong-result,yes,fixed,high,"POST totp/disable returns 401 with correct creds; profile totp_enabled blanks out."
1371,CLOSED,2026-05-24,2026-05-26,auth-rbac-sso,defect,inv-cache-correctness,security,yes,fixed,high,"Deactivated user's API token still accepted after 30s; is_active cache not invalidated on deactivation."
1372,CLOSED,2026-05-24,2026-05-26,search-indexing,defect,validation-input,wrong-result,yes,fixed,high,"Search limit=0 treated as unset; sort_order ignored for sort_by=size."
1373,CLOSED,2026-05-24,2026-05-26,sbom-scanning,defect,db-schema-query,degraded,yes,fixed,high,"Scan dedup find_reusable_scan doesn't short-circuit on identical bytes, re-running full scans."
1374,CLOSED,2026-05-24,2026-05-26,sbom-scanning,defect,db-schema-query,wrong-result,yes,fixed,high,"PUT security policies only persists first changed field; is_enabled not updated."
1375,CLOSED,2026-05-24,2026-05-27,sbom-scanning,defect,validation-input,wrong-result,yes,fixed,high,"CVE history endpoint rejects valid CVE IDs with 400; trends returns all zeros."
1376,CLOSED,2026-05-24,2026-05-26,api-routing,defect,error-handling,wrong-result,yes,fixed,high,"Promotion staging-repo check fires before quality-gate evaluation; wrong error precedence."
1377,CLOSED,2026-05-24,2026-05-26,proxy-remote,defect,format-compat,wrong-result,yes,fixed,high,"Proxy regressions: npm scoped tarball, pypi simple root index/cache, single-flight returns 502 under contention."
1378,CLOSED,2026-05-24,2026-05-24,ci-cd-release,defect,build-ci,none,no,fixed,med,"chart-upgrade-smoke web deployment times out during 1.1.x->1.2.x upgrade scenario."
1379,CLOSED,2026-05-24,2026-05-24,ci-cd-release,defect,test-infra,none,no,fixed,high,"pinned-cve-gate pre-flight fails because Trivy pod not installed in release-gate test namespace."
1394,OPEN,2026-05-24,"",auth-rbac-sso,refactor,n/a,none,no,open-active,high,"Unify credential-change session invalidation; fold TokenIat into AuthExtension, separate audit vs watermark."
1395,CLOSED,2026-05-25,2026-05-29,sbom-scanning,enhancement,n/a,cosmetic,yes,fixed,med,"Dependency-Track UI shows inconsistent 'disabled' vs 'unavailable' messaging when DT disabled."
1396,CLOSED,2026-05-26,2026-06-02,auth-rbac-sso,feature,n/a,none,no,fixed,high,"Add optional OIDC_NAME env var for env-based OIDC bootstrap provider name."
1398,CLOSED,2026-05-26,2026-05-27,format-maven,defect,format-compat,wrong-result,yes,fixed,high,"Maven virtual repos return 404 for classified JAR artifacts present in local members"
1400,CLOSED,2026-05-26,2026-05-29,format-npm,defect,format-compat,degraded,yes,fixed,high,"npm audit fails: missing /-/npm/v1/security/advisories/bulk endpoint returns 404"
1401,CLOSED,2026-05-26,2026-05-30,migration-import,defect,inv-streaming,outage-oom,yes,fixed,med,"Forward-port migration reliability: delta refiltering, duplicate items, large transfers OOM/hang AK"
1404,OPEN,2026-05-26,"",proxy-remote,enhancement,n/a,none,no,open-active,high,"Two-tier proxy cache: skip __cache_meta__.json for immutable artifacts to avoid daily re-fetch/re-write"
1405,CLOSED,2026-05-26,2026-05-30,auth-rbac-sso,defect,concurrency-race,degraded,yes,fixed,med,"SSO callback transient /auth/me 401 with multi-replica backend clears user and redirects to login"
1407,CLOSED,2026-05-26,2026-05-30,format-oci-docker,defect,inv-lifecycle-gc,data-loss,yes,fixed,high,"Lifecycle policies don't cascade oci_tags removal; storage GC never reclaims soft-deleted manifests"
1408,OPEN,2026-05-26,"",format-oci-docker,defect,inv-lifecycle-gc,data-loss,yes,open-active,high,"OCI blob layer GC missing: oci_blobs rows and blob storage objects never reclaimed; 403GB leaked"
1410,OPEN,2026-05-26,"",format-oci-docker,test,n/a,none,no,open-active,high,"Add HTTP-level integration test for OCI upload Range response header to guard inclusive-range regression"
1413,OPEN,2026-05-26,"",storage-cas,refactor,n/a,none,no,open-active,high,"Extract shared oci-manifests/ storage_key prefix constant; hardcoded in 3 places that can drift"
1414,CLOSED,2026-05-26,2026-05-27,format-maven,enhancement,n/a,none,no,fixed,med,"Maven virtual classifier fallback follow-ups: text_pattern_ops index, parser edge cases, quarantine gating"
1417,OPEN,2026-05-26,"",sbom-scanning,refactor,n/a,none,no,open-active,med,"Refactor allowed_repo_ids Option<&[Uuid]> to AccessScope enum to avoid None-leaks-all-CVEs footgun"
1418,OPEN,2026-05-26,"",format-pypi,security-hardening,n/a,none,no,open-active,med,"html_escape should include apostrophe; audit handler parsers for spawn_blocking on large bodies"
1421,CLOSED,2026-05-27,2026-05-29,virtual-repo,feature,n/a,none,no,fixed,high,"OCI virtual repo manifest+blob delegation through member proxies; tracking issue closed by PR #1419"
1422,CLOSED,2026-05-27,2026-05-30,migration-import,defect,inv-streaming,outage-oom,unknown,fixed,high,"download_artifact buffers full Bytes; should stream into temp file; 10GB artifact OOMs AK host"
1423,OPEN,2026-05-27,"",migration-import,security-hardening,n/a,none,no,open-active,med,"download_response_with_fallback SSRF check should layer on centralized validate_outbound_url"
1424,OPEN,2026-05-27,"",format-oci-docker,enhancement,n/a,none,no,open-active,high,"Make OCI virtual negative cache TTL and max entries configurable instead of hardcoded constants"
1425,OPEN,2026-05-27,"",format-oci-docker,refactor,n/a,none,no,open-active,high,"Extract oci_digest helper module from oci_v2.rs; inlined digest verification in 3+ places"
1426,CLOSED,2026-05-27,2026-05-30,sbom-scanning,defect,design-gap-other,wrong-result,unknown,fixed,med,"Security tab reads never-populated cve_history table; always shows no vulns; data-model decision needed"
1427,CLOSED,2026-05-27,2026-05-28,sbom-scanning,defect,path-normalization,wrong-result,unknown,fixed,high,"Incus scanner: incus-export backups report zero findings; failed scan wedges workspace; setgid bits block cleanup"
1429,OPEN,2026-05-27,"",sbom-scanning,refactor,n/a,none,no,open-active,high,"incus_scanner duplicates workspace-prep instead of shared ScanWorkspace; architecture discussion, no code change"
1430,CLOSED,2026-05-27,2026-05-28,storage-cas,defect,inv-streaming,outage-oom,unknown,fixed,high,"GcsBackend buffers whole artifacts in heap (no streaming get/put); multi-GiB uploads/scans OOM the pod"
1432,CLOSED,2026-05-27,2026-05-30,observability,defect,performance-scaling,degraded,yes,fixed,low,"Fresh docker-compose deployment shows constant high CPU/IO under zero load"
1433,CLOSED,2026-05-27,2026-05-30,format-conan,defect,format-compat,wrong-result,yes,fixed,high,"Conan authenticate returns base64 basic-auth string not valid as Bearer token; privileged requests 401"
1434,CLOSED,2026-05-27,2026-05-29,auth-rbac-sso,defect,config-error,degraded,yes,fixed,med,"LDAP_* env vars ignored on docker-compose startup; SSO provider not bootstrapped from .env (UI config works)"
1435,CLOSED,2026-05-27,2026-05-28,proxy-remote,defect,validation-input,security,unknown,fixed,high,"SSRF: outbound URL validator accepts RFC1918 addresses for remote-proxy upstream and webhook URLs"
1436,CLOSED,2026-05-27,2026-05-27,auth-rbac-sso,defect,auth-logic,security,unknown,fixed,high,"Old JWTs still accepted after password change; CREDENTIAL_INVALIDATIONS no longer blocks pre-rotation tokens"
1437,CLOSED,2026-05-27,2026-05-28,rate-limiting,defect,performance-scaling,degraded,unknown,fixed,med,"Backend returns 5xx above ~10 concurrent requests instead of queueing/503/429; hard internal limit"
1438,CLOSED,2026-05-27,2026-05-28,api-routing,defect,error-handling,wrong-result,unknown,fixed,high,"Wrong error codes: permissions 500 vs 403, repos unauth 400 vs 401, sbom cve-status 500 DATABASE_ERROR"
1439,CLOSED,2026-05-27,2026-05-28,api-routing,defect,error-handling,degraded,unknown,fixed,med,"Lifecycle: create-connection returns 500 unconditionally; max_versions config schema changed requiring nested keep"
1440,CLOSED,2026-05-27,2026-05-28,edge-replication,defect,inv-coordination,degraded,unknown,fixed,med,"Mesh federation: peer failover exceeds 90s budget, scheduled-sync filter not persisted, run-now endpoint 404"
1441,CLOSED,2026-05-27,2026-05-28,format-incus,defect,error-handling,wrong-result,yes,fixed,med,"Incus format download returns HTTP 500; possibly related to hardcoded /incus/ prefix in URL builders."
1442,CLOSED,2026-05-27,2026-05-28,format-conan,defect,concurrency-race,degraded,yes,fixed,med,"Conan concurrent operations fail at ~50-60% under moderate concurrency; likely handler lock contention."
1443,CLOSED,2026-05-27,2026-05-28,format-npm,defect,path-normalization,wrong-result,yes,fixed,high,"npm upload path uses /-/ but backend stores version path; lookup-by-path fails to resolve UUID, cascading scan failures."
1444,CLOSED,2026-05-27,2026-05-28,virtual-repo,defect,path-normalization,wrong-result,yes,fixed,med,"Follow-up: virtual-repo /members sub-router still 404; Maven SNAPSHOT/JAR/metadata via virtual repo also 404."
1445,CLOSED,2026-05-27,2026-05-28,proxy-remote,defect,inv-cache-correctness,wrong-result,yes,fixed,high,"Follow-up: cached upstream artifacts missing after fetch, concurrent pullthrough 502 leak, scoped npm tarballs still failing."
1446,CLOSED,2026-05-27,2026-05-28,sbom-scanning,defect,design-gap-other,wrong-result,yes,fixed,med,"Follow-up: SBOM trends aggregate response shape still doesn't match release-gate reproducer after #1385 fix."
1447,CLOSED,2026-05-27,2026-05-30,format-debian-rpm,defect,design-gap-other,wrong-result,yes,fixed,high,"RPM repomd_xml handler only considers local packages, not proxied upstream, so RPM proxy returns no packages."
1449,CLOSED,2026-05-27,2026-05-30,format-oci-docker,defect,inv-streaming,degraded,yes,fixed,high,"OCI blob uploads buffer full body and rewrite through backend instead of streaming to storage; ~1GB push takes a minute."
1451,CLOSED,2026-05-27,2026-05-30,format-swift-other,defect,format-compat,wrong-result,yes,fixed,med,"Ansible format incompatible with ansible-galaxy; API version discovery 404s, behaves like generic; possibly placeholder impl."
1452,CLOSED,2026-05-27,2026-05-28,sbom-scanning,defect,inv-streaming,outage-oom,yes,fixed,high,"Scanner fetch_artifact_content uses storage.get() buffering whole artifact in heap; multi-GiB scans OOM-kill backend."
1454,OPEN,2026-05-28,"",format-incus,feature,n/a,none,no,open-active,high,"Request to accept .tar.zst as native incus image extension plus zstd binary in runtime image."
1457,CLOSED,2026-05-28,2026-05-30,format-nuget,defect,db-schema-query,wrong-result,yes,fixed,high,"Packages catalog creates one row per version instead of one package with version history; also lexicographic version sort bug."
1465,CLOSED,2026-05-28,2026-05-29,config-deploy,defect,build-ci,degraded,yes,fixed,high,"Grype binary missing from backend docker image; all on-demand Grype scans fail with 'Grype binary not available'."
1466,CLOSED,2026-05-28,2026-05-29,sbom-scanning,defect,config-error,degraded,yes,fixed,med,"OpenSCAP scanner returns HTTP 400 'scan path not found or not allowed'; backend doesn't log rejected path or allowed bases."
1467,CLOSED,2026-05-28,2026-05-30,sbom-scanning,defect,design-gap-other,degraded,yes,fixed,high,"scan_on_upload only fires from generic upload path; all format-native handlers bypass it, so auto-scan never triggers."
1469,CLOSED,2026-05-28,2026-05-30,sbom-scanning,defect,inv-cache-correctness,wrong-result,yes,fixed,high,"Scan dedup TTL reuses completed-but-zero-finding rows from silently-broken scans, masking re-scans after fixes for 30 days."
1470,OPEN,2026-05-28,"",sbom-scanning,enhancement,n/a,none,no,open-active,high,"Scanner 'does not apply to format' renders as red 'failed'; request distinct not_applicable/skipped terminal status."
1471,CLOSED,2026-05-28,2026-05-30,format-incus,defect,inv-streaming,data-loss,yes,fixed,high,"Incus uploads use local fs rename, bypass StorageBackend on GCS/S3; artifacts lost on pod restart/multi-replica; fix exposes streaming."
1472,CLOSED,2026-05-28,2026-05-30,sbom-scanning,defect,error-handling,degraded,yes,fixed,high,"DT SBOM submission swallows auth/403 failures with only warn log; no metric/UI signal; required DT team perms undocumented."
1473,OPEN,2026-05-28,"",auth-rbac-sso,enhancement,n/a,none,no,open-active,high,"Auth asymmetry: /api/v1 needs Bearer, format endpoints accept Basic-with-token; request docs + 401 hint, not a bug."
1474,CLOSED,2026-05-28,2026-05-30,sbom-scanning,defect,validation-input,wrong-result,yes,fixed,high,"SBOM emits license.id for non-SPDX strings; DependencyTrack 400s whole BOM, swallowed silently, leaving DT empty on every install."
1476,CLOSED,2026-05-29,2026-05-30,format-incus,defect,db-schema-query,wrong-result,yes,fixed,high,"Incus upload writes artifacts row directly but never calls PackageService, so images never appear in Packages tab."
1479,CLOSED,2026-05-29,2026-05-29,ci-cd-release,defect,design-gap-other,wrong-result,yes,fixed,med,"Umbrella release-gate backend recovery: virtual members, concurrent-PUT deadlock, webhook 500, pullthrough, permissions, scan/cve regressions."
1480,CLOSED,2026-05-29,2026-05-30,sbom-scanning,defect,config-error,degraded,yes,fixed,med,"Dependency-Track health check passes but Security Dashboard shows unavailable; HTTP base_url blocked without ALLOW_HTTP_INTEGRATIONS."
1481,CLOSED,2026-05-29,2026-05-29,api-routing,defect,design-gap-other,wrong-result,yes,fixed,med,"Umbrella gate-recovery bundle: permissions 500->403, grype alias, pullthrough 502 leak, virtual fetch, twine 401, webhook index, migration fixes."
1483,CLOSED,2026-05-29,2026-05-30,sbom-scanning,defect,format-compat,wrong-result,yes,fixed,high,"Grype/Trivy CLI use ':' instead of '@' for digest refs, failing all digest-pinned OCI manifest scans."
1484,CLOSED,2026-05-29,2026-05-29,sbom-scanning,defect,error-handling,wrong-result,yes,fixed,med,"SBOM convert returned metadata-only projection; mesh sync timestamps dropped, filter contract mismatch, peer-failover no connect timeout."
1490,CLOSED,2026-05-29,2026-05-29,format-npm,test,test-infra,none,no,fixed,high,"npm proxy unit test flaky under llvm-cov instrumentation (timeout/race), blocking coverage gate on main and PRs."
1492,CLOSED,2026-05-29,2026-05-29,format-incus,defect,validation-input,degraded,yes,fixed,high,"Incus extraction hardening (size cap, perms, absolute symlinks) rejects real OS rootfs images; rootfs scan skipped silently."
1493,CLOSED,2026-05-29,2026-05-30,storage-cas,test,test-infra,none,no,fixed,med,"Unit test for OCI blob GC fails under llvm-cov coverage job, blocking PR coverage gates; regression-or-stale-fixture."
1497,CLOSED,2026-05-29,2026-05-30,sbom-scanning,defect,design-gap-other,wrong-result,yes,fixed,high,"Failed format-native scanner still rolls up to overall status 'completed'; silent scan gap"
1515,CLOSED,2026-05-30,2026-05-30,ci-cd-release,defect,build-ci,degraded,no,fixed,high,"Clippy step OOMs (SIGKILL) on ARC runners; no -j cap; intermittently blocks PRs"
1522,CLOSED,2026-05-30,2026-06-02,format-oci-docker,defect,inv-streaming,outage-oom,yes,fixed,high,"OCI blob upload buffers whole blob in heap, O(n^2) RMW per PATCH; OOM on multi-GiB layers"
1523,OPEN,2026-05-30,"",format-oci-docker,enhancement,n/a,none,no,open-active,high,"Lift ~50 GiB S3 object ceiling via adaptive multipart part sizing for OCI uploads"
1525,CLOSED,2026-05-30,2026-05-30,ci-cd-release,defect,build-ci,degraded,yes,fixed,high,"Windows cross-build fails: unguarded std::os::unix PermissionsExt in incus_scanner"
1527,OPEN,2026-05-30,"",format-oci-docker,defect,inv-lifecycle-gc,degraded,yes,open-active,high,"Final oci-blobs/<digest> object orphaned with no journal entry if DB row commit fails; storage leak"
1528,CLOSED,2026-05-30,2026-06-02,format-oci-docker,defect,inv-streaming,outage-oom,yes,fixed,high,"OCI blob pulls buffer entire layer in heap; should stream via get_stream/Body::from_stream"
1529,OPEN,2026-05-30,"",format-oci-docker,test,n/a,none,no,open-active,high,"Add OCI push/pull E2E coverage against object-storage backends (MinIO/Azurite/fake-gcs)"
1530,CLOSED,2026-05-30,2026-06-01,sbom-scanning,defect,auth-logic,degraded,yes,fixed,high,"dtrack-init API key lacks required permissions; DT returns 403 on project create, SBOM skipped"
1532,OPEN,2026-05-31,"",auth-rbac-sso,enhancement,n/a,none,yes,open-active,high,"No way to set display name for env-bootstrapped OIDC provider; shows 'Sign in with default'"
1533,OPEN,2026-05-31,"",format-oci-docker,chore,n/a,none,no,open-active,high,"Post-merge LOW-severity robustness/hygiene/test follow-ups for OCI streaming upload #1448"
1535,CLOSED,2026-06-01,2026-06-01,ci-cd-release,release-task,n/a,none,no,fixed,high,"Release-tracking issue: cut v1.2.0-rc.3 (CHANGELOG + tag)"
1538,CLOSED,2026-06-01,2026-06-02,ci-cd-release,defect,build-ci,degraded,yes,fixed,high,"release.yml 'Set version from tag' sed -i fails on macOS BSD sed, blocking release job"
1539,CLOSED,2026-06-01,2026-06-02,proxy-remote,feature,n/a,none,no,fixed,high,"Wire HTTP endpoint for ProxyService::invalidate_cache to evict stale cached artifacts"
1541,CLOSED,2026-06-01,2026-06-02,api-routing,feature,n/a,none,no,fixed,high,"Expose per-artifact proxy cache metadata (cache_expires_at/cached_at) on metadata endpoint"
1543,CLOSED,2026-06-01,2026-06-04,format-npm,defect,format-compat,wrong-result,yes,fixed,high,"npm only serves single latest dist-tag picked by recency not semver; custom tags unsupported"
1544,OPEN,2026-06-01,"",ci-cd-release,automated-report,n/a,none,no,open-active,high,"Weekly Trivy container scan: 223 CRITICAL/HIGH findings with fixes available"
1545,OPEN,2026-06-01,"",format-pypi,enhancement,n/a,none,no,open-active,high,"Emit upload-time metadata in simple index (PEP 691 JSON/HTML) for uv age-gating"
1546,OPEN,2026-06-01,"",format-pypi,enhancement,n/a,none,no,open-active,high,"Support non-PEP-503 flat upstream indexes (PyTorch whl CDN) via flag/detection; avoid prepending simple/"
1547,OPEN,2026-06-01,"",format-maven,defect,path-normalization,cosmetic,yes,open-active,med,"Maven remote proxy creates empty dirs under maven/ prefix from pre-proxy storage.get probes"
1548,CLOSED,2026-06-01,2026-06-02,observability,defect,design-gap-other,wrong-result,yes,fixed,high,"Proxy-cached items no longer in artifacts table so ak_storage_used_bytes under-reports"
1550,OPEN,2026-06-01,"",api-routing,defect,db-schema-query,degraded,yes,open-active,med,"DELETE repository returns DATABASE_ERROR 500 on repos with ~13.5k artifacts"
1551,OPEN,2026-06-01,"",storage-cas,defect,inv-lifecycle-gc,data-loss,yes,open-active,high,"Deleting repo on S3 backend leaves orphaned files in S3; delete doesn't reclaim storage"
1552,CLOSED,2026-06-01,2026-06-01,format-maven,defect,validation-input,degraded,yes,fixed,high,"Maven UI download auth/ticket rejects resource_path without leading slash"
1554,OPEN,2026-06-01,"",format-swift-other,defect,design-gap-other,wrong-result,yes,open-active,high,"Swift virtual repo read endpoints return 404; query artifacts by virtual id instead of members"
1555,OPEN,2026-06-01,"",virtual-repo,enhancement,n/a,none,no,open-active,high,"Extend S3 presigned-URL redirects to virtual repo downloads to free dispatcher threads"
1558,OPEN,2026-06-02,"",proxy-remote,feature,n/a,none,no,open-active,high,"Request publish-age cooldown/quarantine policy for pull-through proxy caches"
1559,OPEN,2026-06-02,"",proxy-remote,feature,n/a,none,no,open-active,high,"Request dynamic AWS upstream auth providers (ECR, CodeArtifact) for remote repos"
1560,CLOSED,2026-06-02,2026-06-02,format-maven,defect,format-compat,degraded,yes,fixed,high,"mvn deploy 401: dual Basic+Bearer WWW-Authenticate breaks Apache HttpClient scheme selection"
1561,OPEN,2026-06-02,"",sbom-scanning,defect,db-schema-query,wrong-result,yes,open-active,high,"SBOM CVE false-positive returns NOT_FOUND; cve_history table never populated for displayed findings"
1562,OPEN,2026-06-02,"",format-maven,defect,format-compat,wrong-result,yes,open-active,high,"Maven virtual 404s remote-only artifact (e.g. parent POM) that remote member serves 200 directly; breaks resolution."
1563,OPEN,2026-06-02,"",sbom-scanning,defect,config-error,degraded,yes,open-active,med,"OpenSCAP scan fails permission-denied creating workspace; Grype scan fails resolving localhost:8080 OCI image."
1565,OPEN,2026-06-02,"",edge-replication,defect,config-error,wrong-result,yes,open-active,high,"Peer replication ignores S3 backend, reads from local STORAGE_PATH; sync fails for S3-stored artifacts."
1566,OPEN,2026-06-02,"",format-terraform-conda,defect,format-compat,wrong-result,yes,open-active,high,"Tofu/Terraform remote providers fail on init; provider not found in mirror search locations."
1569,OPEN,2026-06-02,"",observability,defect,auth-logic,degraded,yes,open-active,high,"Storage health probe uses bucket-admin op (storage.buckets.get); object-only credentials get 403 -> /health 503."
1570,OPEN,2026-06-02,"",storage-cas,feature,n/a,none,no,open-active,high,"Request admin reindex-storage endpoint to recover ghost artifacts (S3 objects with no DB record)."
1571,OPEN,2026-06-02,"",proxy-remote,enhancement,performance-scaling,degraded,yes,open-active,high,"list_cached_artifacts loads every sidecar before paginating (O(N)); also per_page==0 divide-by-zero guard."
1572,OPEN,2026-06-02,"",ci-cd-release,defect,build-ci,cosmetic,yes,open-active,high,"docker-publish/release verify steps still expect backend:<v>-alpine after Alpine builds suspended; false red."
1573,OPEN,2026-06-02,"",storage-cas,defect,inv-streaming,outage-oom,yes,open-active,high,"incus/OCI uploads stage to /tmp by default; multi-GiB pushes evict K8s pod; orphan temp files leak."
1576,CLOSED,2026-06-02,2026-06-03,migration-import,defect,validation-input,wrong-result,yes,fixed,high,"to_artifact_keeper() returns Nexus types (hosted/proxy/group) not AK enum, breaking all JFrog->AK migrations."
1577,OPEN,2026-06-03,"",ci-cd-release,automated-report,n/a,none,no,open-active,high,"Bot-filed nightly E2E test failure report; no detail on cause."
1578,CLOSED,2026-06-03,2026-06-04,api-routing,defect,build-ci,degraded,no,fixed,high,"main fails to compile: build_cached_artifact_response missing cache fields (E0063) from two-PR merge collision."
1580,CLOSED,2026-06-03,2026-06-03,format-npm,defect,inv-cache-correctness,cosmetic,yes,fixed,high,"npm cache-freshness fields null: lookup keys on stored path not upstream URL path, so cache metadata misses."
1582,CLOSED,2026-06-03,2026-06-04,format-pypi,defect,auth-logic,wrong-result,yes,fixed,high,"PyPI virtual download shadowing guard is name-only; locally-published v2 blocks proxy fetch of remote v1.x (404)."
1585,CLOSED,2026-06-03,2026-06-04,migration-import,defect,path-normalization,wrong-result,yes,fixed,high,"Migration worker strips Maven/sbt group prefix from artifact paths, causing 404 on /maven /sbt resolution."
1587,CLOSED,2026-06-03,2026-06-03,api-routing,defect,build-ci,degraded,no,fixed,high,"build_cached_artifact_response omits cache_cached_at/cache_expires_at, breaking lib test build (E0063)."
1589,CLOSED,2026-06-03,2026-06-03,ci-cd-release,chore,n/a,none,no,fixed,high,"Add native git hooks (.githooks) for fmt/clippy/test before push; align CONTRIBUTING with CI gates."
1591,CLOSED,2026-06-03,2026-06-03,api-routing,defect,build-ci,degraded,no,fixed,high,"main fails to compile: build_cached_artifact_response missing cache_cached_at/cache_expires_at from merge collision."
1593,CLOSED,2026-06-03,2026-06-03,ci-cd-release,infra,build-ci,degraded,no,fixed,high,"CI rustc OOM (signal 9) on lib-test; test job lacked CARGO_BUILD_JOBS cap and debuginfo not disabled."
1595,OPEN,2026-06-03,"",format-maven,defect,format-compat,wrong-result,unknown,open-active,high,"Maven virtual does not proxy group-level plugin-prefix maven-metadata.xml, breaking mvn <prefix>:<goal>."
1596,CLOSED,2026-06-04,2026-06-04,ci-cd-release,defect,build-ci,cosmetic,yes,fixed,high,"v1.2.0 released without finalizing workspace version; backend reports 1.2.0-rc.2 in UI footer."
1599,OPEN,2026-06-04,"",format-maven,defect,performance-scaling,degraded,unknown,open-active,med,"Maven remote/virtual checksum requests do a failing DB lookup before proxying upstream; wasteful, can mask result."
1600,OPEN,2026-06-04,"",format-pypi,defect,inv-cache-correctness,wrong-result,unknown,open-active,high,"PyPI virtual unions remote versions into index but binds download to local member, 404s + dependency confusion."
1602,OPEN,2026-06-04,"",rate-limiting,feature,n/a,none,no,open-active,high,"Request first-class RATE_LIMIT_ENABLED flag; today 0 means block-all, no way to fully disable rate limiting."
1606,OPEN,2026-06-04,"",proxy-remote,defect,inv-coordination,data-integrity,yes,open-active,high,"Per-process singleflight races across 8 replicas serving partial/truncated artifacts and .sha1 to Coursier."
1607,OPEN,2026-06-04,"",storage-cas,enhancement,n/a,none,no,open-active,high,"Epic to convert streaming/coordination/blob-lifecycle/cache-correctness disciplines into enforced invariants."
1608,OPEN,2026-06-04,"",storage-cas,enhancement,n/a,none,no,open-active,high,"Hardening task: enforce streaming invariant, no full-body buffering on artifact paths; convert GCS/scanner/tmp."
1609,OPEN,2026-06-04,"",proxy-remote,enhancement,n/a,none,no,open-active,high,"Hardening task: replace per-process singleflight with Postgres advisory-lock cross-replica coordination."
1610,OPEN,2026-06-04,"",storage-cas,enhancement,n/a,none,no,open-active,high,"Hardening task: add ref-counted mark-and-sweep blob GC, grace window, single-leader, fix orphans/ghosts/S3 delete."
1611,OPEN,2026-06-04,"",virtual-repo,enhancement,n/a,none,no,open-active,high,"Hardening task: add immutable-vs-mutable cache classification to FormatHandler with conditional revalidation."
